Frasi;Contesto
potresti adesso che sapere farmi ore sono;OR
giusta dirmi sapresti l'ora;OR
è dirmi così che gentile saresti ora da;OR
potresti l'orario attuale svelare mi;OR
dirmi di hai l'ora modo;OR
potresti darmi preciso l'orario;OR
darmi un'indicazione sull'ora sai;OR
segna che mi ora puoi l'orologio comunicare;OR
saresti darmi così gentile l'orario da;OR
dici favore per mi è che ora;OR
l'ora questo conoscere vorrei momento esatta in;OR
l'orario mi corrente puoi dare;OR
istante sia in questo quale l'ora sai;OR
sull'orario attuale informeresti mi;OR
svelarmi potresti ore sono che;OR
adesso sia idea ora che hai di;OR
preciso puoi mi rivelare l'orario;OR
ora indicarmi potresti è che;OR
dirmi l'orario giusto sapresti;OR
così è riferirmi da che ora gentile saresti;OR
favore per mi l'orologio dici ora segna che;OR
sapere momento in è che questo ora vorrei;OR
mi fornire corrente l'orario puoi;OR
che è sai ora ora;OR
sono dici mi che favore per ore;OR
attuale potresti condividere l'orario con me;OR
vorrei conoscenza esatta essere a dell'ora;OR
corrente svelare potresti l'orario;OR
l'orologio segna ora quale sai dirmi;OR
indichi gentilmente ora che è mi;OR
l'orario mi riferire questo in momento puoi;OR
ora di hai idea ora che sia;OR
potresti giusto rivelarmi l'orario;OR
ore sono favore per sapresti che dirmi;OR
mi ora è dici adesso che;OR
vorrei sapere sono che ore attualmente;OR
puoi corrente favore per mi l'orario svelare;OR
sai darmi un'indicazione favore per sull'ora;OR
puoi ora che comunicare è mi ora;OR
potresti indicare mi l'orario attuale gentilmente;OR
esatto l'orario potresti riferirmi;OR
sapere vorrei l'orologio che ora segna;OR
dirmi l'ora prego ti sapresti;OR
sono ora che dici ore mi;OR
è ora prego ti sai quale;OR
questo sull'orario informare mi puoi momento in;OR
per favore l'orario vorrei sapere esatto;OR
sapresti indicarmi adesso sono ore che;OR
prego corrente riferirmi ti l'orario potresti;OR
mi dici l'orologio ora adesso segna che;OR
è ti comunicare ora prego che puoi mi;OR
attuale conoscenza dell'orario essere a vorrei;OR
istante questo ore sono che dirmi in sapresti;OR
favore puoi mi che indicare ora per è ora;OR
l'orario corrente me potresti condividere prego ti con;OR
ora ora vorrei che per sapere è favore;OR
quale è ora ti ora sai prego;OR
per ore attualmente dici sono favore che mi;OR
ti in rivelare questo puoi momento mi prego l'orario;OR
è ora adesso sapresti che favore dirmi per;OR
prego dici mi ti l'orologio che ora segna;OR
gentilmente attuale mi per puoi indicare l'orario favore;OR
ora che vorrei l'orologio ora segna sapere;OR
l'ora prego dirmi ti sapresti giusta;OR
ore che dici per favore ora mi sono;OR
sai quale prego ti sia l'ora attuale;OR
puoi per favore corrente sull'orario mi informare;OR
ora prego ora ti che dire mi potresti è;OR
sapere l'orario esatto in questo vorrei momento;OR
che ti sono sapresti prego ora indicarmi ore;OR
favore potresti l'orario per riferirmi ora corrente;OR
in ora dici segna mi l'orologio questo che momento;OR
mi ora comunicare puoi che è ti prego ora;OR
indicare ora favore mi potresti l'orario attuale per;OR
che adesso ti vorrei sapere prego ora è;OR
ore che prego sapresti dirmi sono attualmente ti;OR
che in mi questo per dici è favore istante ora;OR
prego mi in ti questo l'orario puoi ora rivelare momento;OR
prego dici questo mi in che sono momento ore ti;OR
ora sai quale favore per ora è;OR
prego ora informare puoi ti corrente sull'orario mi;OR
attualmente sapere l'orario vorrei esatto;OR
l'orario momento in questo riferirmi potresti corrente;OR
dici che ora ti mi segna prego l'orologio ora;OR
prego comunicare ti puoi è che mi ora adesso;OR
l'orario indicare momento in mi attuale questo potresti;OR
prego ora ora vorrei sapere che ti è;OR
ti dici in mi ora questo che istante è prego ora;OR
ora mi è che potresti dire;OR
farmi sapere attuale potresti l'orario;OR
segna adesso che orario;OR
saresti gentile dirmi così da l'ora;OR
l'orario conoscere corrente vorrei;OR
di questo hai ora momento che in sia idea;OR
che è mi adesso diresti ora;OR
l'ora puoi indicare mi;OR
dirmi potresti ore che sono;OR
adesso è ora che;OR
gentile da conoscere saresti l'orario così farmi;OR
hai esatto l'orario;OR
l'orario diresti attuale mi;OR
questo segna cosa in l'orologio istante;OR
corrente puoi fornirmi l'orario;OR
qual segnato ora l'orario è;OR
è che saresti dirmi di grado in ora;OR
adesso desidererei conoscere l'orario;OR
esatta mi comunicare l'ora puoi;OR
attuale indicarmi potresti l'orario;OR
tuo orologio segna che ora il;OR
così da l'ora del gentile giorno saresti dirmi;OR
l'orario conoscere preciso vorrei;OR
indica istante cosa questo l'orologio in;OR
puoi attuale quale è l'orario dirmi;OR
questo registrato l'orario qual momento in è;OR
grado dirmi corrente in l'ora saresti di;OR
ora desidererei che adesso è sapere;OR
ore sono mi diresti adesso che;OR
puoi corrente l'orario dirmi;OR
è di in che saresti ora ora dirmi grado;OR
attuale l'orario desidererei sapere;OR
indicare l'ora puoi mi giusta;OR
che potresti in sono istante dirmi questo ore;OR
che ora ora è;OR
farmi adesso l'orario conoscere gentile da così saresti;OR
l'orario questo sapere momento vorrei in preciso;OR
corretto l'orario hai;OR
mi che ora diresti l'ora è;OR
istante il questo segna cosa tuo orologio in;OR
l'orario esatto puoi fornirmi;OR
l'orario qual attuale è segnato;OR
che è ora grado saresti ora proprio di in dirmi;OR
mi l'orario comunicare esatto potresti;OR
in cosa questo l'orologio momento riporta;OR
notizie attuale hai sull'orario;OR
momento del vorrei l'orario sapere;OR
presente l'orario puoi indicarmi;OR
per è favore che giunta ora;OR
fornirmi momento al l'orario potresti;OR
corrente dirmi l'orario da saresti così gentile;OR
un avere resoconto dell'orario attuale vorrei;OR
qual l'orario è in istante attuale questo;OR
diresti mi presente l'ora;OR
l'orario conoscere corrente potresti farmi;OR
indica in ora questo che momento l'orologio;OR
sapere l'orario vorrei esatto;OR
saresti in al dirmi di l'ora grado momento;OR
puoi l'ora dirmi attuale;OR
l'orario momento questo qual in è;OR
saresti gentile che sono da indicarmi ore così;OR
sapere che vorrei ora è;OR
l'orario dimmi corrente;OR
comunicarmi potresti che l'orologio segna tempo;OR
quale mi l'orario dire puoi è;OR
attuale conoscere l'orario gentile farmi da così saresti;OR
esatta l'ora vorrei sapere;OR
sono adesso puoi ore che indicarmi;OR
attuale è qual l'orario;OR
in segna che l'orologio tempo dimmi questo momento;OR
abbiamo ora ora che;OR
mi attuale l'orario puoi comunicare;OR
da l'ora così gentile è dirmi quale saresti;OR
sono al vorrei ore sapere che momento;OR
farmi sapere che l'orologio tempo segna puoi;OR
circostanza qual è l'orario questa in;OR
adesso è quale dimmi l'orario;OR
questo ora che è istante in;OR
ore sono gentile da che così saresti indicarmi adesso;OR
che ora esattamente è vorrei sapere;OR
in indicarmi questa puoi l'orario situazione;OR
è l'orario qual ora;OR
dimmi in l'orario frangente questo;OR
l'orologio ora segna che;OR
mi l'orario questo momento di comunicare puoi;OR
da sono così momento ore questo dirmi che in saresti gentile;OR
è che oggi giorno;GDS
domani è giorno che;GDS
10 che il giorno agosto 2022 è;GDS
è quest'anno che pasqua giorno;GDS
settembre che il giorno sarà 2025 15;GDS
fra giorni giorno due è che;GDS
29 2024 il sarà febbraio giorno che;GDS
è giorno che 25 dicembre il;GDS
tre fra giorno giorni che è;GDS
2023 che 31 il ottobre giorno sarà;GDS
giorno è giorni che tra quattro;GDS
2 che gennaio giorno sarà il 2026;GDS
domani dopo qual è il giorno;GDS
dire puoi giorni che mi sarà giorno due tra;GDS
quale dopo cadrà indicarmi dopodomani giorno potresti;GDS
della che domani giorno settimana seguirà;GDS
da quello così saresti dirmi il di domani successivo gentile a giorno;GDS
vorrei giorni quale previsto sapere giorno due è tra;GDS
dopo idea hai che giorno cadrà di domani;GDS
successivo dirmi al il giorno potresti prossimo giorno;GDS
che giorno cosa aspettarci il possiamo domani per segue;GDS
segue di che domani il è quello qual giorno;GDS
seguente oggi puoi mi quale il giorno giorno dopo verrà comunicare a;GDS
giorno vorrei dopodomani dopo il verrà che conoscere;GDS
della dopo settimana giorno è che atteso domani;GDS
potresti 12 previsto giorno è il 2023 dicembre dirmi quale;GDS
che 2023 giorno puoi dire mi il cadrà 12 dicembre;GDS
giorno qual il atteso dicembre per il 2023 12 è;GDS
dicembre per giorno sapere programmato il 12 che è 2023 vorrei;GDS
dicembre giorno è 2023 previsto per l'12 che;GDS
2023 che dicembre l'12 possiamo cosa aspettarci sarà giorno;GDS
giorno è corrispondenza dicembre dell'12 2023 della il in qual settimana;GDS
che cadrà 2023 puoi 12 comunicare il giorno dicembre mi;GDS
saresti dirmi giorno è che 2023 dicembre il 12 così da gentile;GDS
il all'12 dicembre giorno 2023 che è qual corrisponde;GDS
giorno quale puoi il cadrà 12 dicembre mi dire 2023;GDS
dicembre dell'12 cosa giorno 2023 possiamo aspettarci il per;GDS
previsto 12 è dicembre che il giorno 2023;GDS
il per vorrei 12 che sapere giorno 2023 dicembre;GDS
dell'12 dicembre giorno 2023 è della il settimana qual;GDS
giorno che dicembre puoi comunicare è 12 il mi 2023;GDS
ricade quale 12 giorno in dicembre il 2023 settimana della;GDS
2023 l'informazione 12 giorno del sul darmi puoi dicembre;GDS
dicembre voglio giorno che 12 2023 sapere sarà il;GDS
si è il 2023 12 verifica dicembre che giorno qual il;GDS
del fornire la 12 2023 puoi data dicembre mi;GDS
conoscere vorrei il dell'12 giorno dicembre 2023;GDS
della dicembre all'12 settimana giorno 2023 che;GDS
della mi 2023 dire giorno il che settimana sarà 12 puoi dicembre;GDS
corrispondenza 2023 è in dell'12 dicembre qual giorno il;GDS
giorno 2023 dicembre cosa del 12 per aspettarmi il posso;GDS
atteso dicembre dimmi 12 il 2023 giorno il;GDS
dicembre 12 qual è giorno 2023 il per il in programma;GDS
il dicembre mi indicare del 2023 giorno puoi 12;GDS
che 12 al assegnato giorno dicembre 2023 è;GDS
12 della il il qual per dicembre giorno 2023 è settimana;GDS
mi giorno puoi il dicembre comunicare 12 del 2023;GDS
sapere per 2023 si dicembre giorno il che prevede 12 voglio;GDS
il 12 giorno per dicembre il 2023 atteso dimmi;GDS
è qual per 12 dicembre il 2023 programmato giorno il;GDS
giorno settimana della in ricade 2023 dicembre l'12 quale;GDS
2023 dicembre fornirmi l'informazione del 12 sulla data puoi;GDS
sarà 12 vorrei il dicembre conoscere 2023 che giorno;GDS
giorno 2023 l'12 il previsione qual è in per dicembre;GDS
2023 dicembre giorno dire 12 che mi il puoi al corrisponde;GDS
2023 del per giorno aspettarci possiamo dicembre 12 cosa il;GDS
il il 12 dicembre in dimmi attesa giorno 2023;GDS
giorno designato per dicembre qual 2023 il 12 è il;GDS
12 giorno comunicare puoi calendario mi dicembre di del 2023 il;GDS
che sapere dicembre 2023 cade il voglio giorno 12;GDS
darmi 12 per 2023 dicembre giorno il il puoi;GDS
vorrei 2023 conoscere giorno previsto l'12 il per dicembre;GDS
giorno il 2023 per 12 è dicembre fissato che;GDS
qual 2023 per giorno il 12 dicembre il è dell'anno;GDS
per il 2023 mi giorno della settimana dire il puoi dicembre 12;GDS
dicembre al giorno corrisponde dimmi 2023 che il 12;GDS
della dopodomani giorno settimana che sarà;GDS
così gentile domani indicarmi verrà quale saresti dopo da giorno;GDS
dopo dimmi per che domani è previsto giorno;GDS
settimana domani della sarà che giorno giorno il puoi successivo a dirmi;GDS
cadrà dopo domani giorno che giorno di il;GDS
giorno è il successivo di domani giorno qual al;GDS
il saresti verrà conoscere così farmi da dopo giorno domani che gentile;GDS
quale giorno domani settimana sarà dimmi il della a successivo giorno;GDS
della che dopo puoi giorno sarà domani settimana indicarmi;GDS
per è giorno il 20 che previsto 2023 agosto;GDS
è successivo qual giorno 25 al 2023 settembre il;GDS
5 indicarmi gentile 2023 novembre da giorno dopo verrà saresti il così quale;GDS
sarà giorno settimana 2023 il che 10 dimmi della dicembre;GDS
dirmi che sarà 2024 15 al gennaio successivo puoi giorno giorno settimana della il;GDS
cadrà il che 2024 giorno dopo febbraio 28;GDS
è giorno del che segue qual 10 marzo quello il 2024;GDS
conoscere saresti farmi che da giorno verrà gentile dopo 2024 il il aprile 18 così;GDS
giorno settimana successivo della quale giorno dimmi il sarà 22 al maggio 2024;GDS
giugno il 2024 settimana sarà della che giorno puoi dopo 3 indicarmi;GDS
17 per giorno luglio 2024 il che previsto è;GDS
il al 21 giorno 2024 successivo è qual agosto;GDS
da verrà 5 indicarmi giorno 2024 dopo quale saresti il così settembre gentile;GDS
il ottobre della che 12 2024 settimana sarà giorno dimmi;GDS
giorno sarà puoi successivo che della al giorno 2024 novembre settimana 28 il dirmi;GDS
2024 dicembre il 9 giorno cadrà dopo che;GDS
2 quello che del il 2025 è qual segue giorno gennaio;GDS
che giorno così conoscere gentile il da 14 dopo il saresti febbraio farmi 2025 verrà;GDS
2025 giorno della marzo giorno il quale al sarà successivo dimmi 30 settimana;GDS
sarà 18 indicarmi 2025 il dopo aprile della puoi giorno settimana che;GDS
come tempo il oggi sarà;MT
più che pioverà tardi pensi;MT
le previsioni meteorologiche domani quali per sono;MT
c'è possibilità nel la pomeriggio temporali di;MT
una sarà giornata soleggiata domani bella;MT
fuori fa mettere freddo il devo cappotto;MT
ci sarà sole il nuvolosa una giornata sarà o;MT
weekend questo prevista per temperatura è quale;MT
questa atmosferiche condizioni come le settimana;MT
fine tempo il si settimana bel prevede per;MT
farà oggi caldo;MT
asciutta giornata pomeriggio la nel o pioverà rimarrà;MT
previsioni settimana la le del quali per sono tempo;MT
per domani è temperatura prevista che;MT
oggi ci vento sarà;MT
nelle prossime si ore prevedono temporali;MT
giornata di sarà una nuvolosa sole o;MT
bella o giornata una pioverà avremo;MT
mattina freddo domani farà;MT
meteo sono weekend previsioni quali le per il;MT
pensi ci domani che la pioggia sarà;MT
giornata ensoleillata una sarà bella;MT
giorni i neve prevede si per prossimi;MT
c'è oggi temporali di pomeriggio rischio;MT
una giornata soleggiata sarà calda e;MT
nel weekend avremo tempo bel;MT
la oggi per temperatura qual prevista è;MT
domani e nuvole è pioggia corretto sembra che saranno ci;MT
freddo fuori stamattina fa;MT
prevedono ore nelle prossime si precipitazioni;MT
una giornata nuvolosa piovosa e sarà;MT
il del sono per tempo quali fine le previsioni settimana;MT
bello che ho farà sembra ragione oggi;MT
pomeriggio portare meglio pioverà nel l'ombrello;MT
domani che temperatura farà;MT
c'è forti il rischio temporali ore prossime di nelle;MT
bella giornata una oggi sole di sarà;MT
si mattina nebbia domani prevede;MT
farà nel freddo weekend;MT
oggi pioggia pomeriggio avremo;MT
quali le per previsioni meteo sono domani;MT
soleggiata una bella sarà giornata;MT
schiarite temporali o prevedono il per pomeriggio si;MT
giornata o farà fresca sarà caldo oggi una;MT
di bella giornata domani sole una avremo;MT
prevista temperatura per è quale oggi;MT
di pioggia probabilità c'è weekend nel;MT
una sarà mattinata nuvolosa;MT
si nel precipitazioni prevedono pomeriggio;MT
tempo settimana fine nel bel farà;MT
tempo previsioni sono quali le oggi per del;MT
pioggia una avremo giornata di domani;MT
una domani soleggiata sarà mattina;MT
pomeriggio tempo sembra peggiorerà vero nel è il che;MT
ci mattina nebbia presto sarà domani la;MT
meteo per quali settimana la sono previsioni le;MT
sole una bella è giornata sembra non vero di;MT
farà che tempo domani;MT
si schiarite in prevedono serata;MT
è minima per prevista temperatura qual la stanotte;MT
e calda afosa una giornata sarà;MT
c'è pioggia rischio weekend di nel;MT
bello nuvoloso domani farà sarà o;MT
nel temporali pomeriggio avremo;MT
sembra sarà una che bella domani confermi;MT
forte domani si prevede vento per;MT
sarà mattinata una domani soleggiata;MT
previsioni sono settimana per meteo le quali il fine;MT
domani prevede si tempo per bel;MT
schiarite avremo nel pomeriggio;MT
il come sarà meteo weekend questo;MT
domani che sarà una giornata bella sole di sembra;MT
una si piovosa domani mattinata prospetta;MT
rischio pioggia nel c'è pomeriggio di;MT
nuvolosa giornata sarà una;MT
sera avremo temporali questa;MT
